gene,gene_name,chromosome,description,entrez_id,LPS_vs_PBS_IP.l2fc,LPS_vs_PBS_IP.padj,IP_LPS_avg_fpkm,IP_PBS_avg_fpkm
ENSMUSG00000047963,Stbd1,5,starch binding domain 1 [Source:MGI Symbol;Acc:MGI:1261768],52331,-0.898237803,0.002537178,2.224801259,4.549292481
ENSMUSG00000029334,Prkg2,5,"protein kinase, cGMP-dependent, type II [Source:MGI Symbol;Acc:MGI:108173]",19092,-0.898282502,8.84E-05,1.496916829,2.977971204
ENSMUSG00000032179,Bmp5,9,bone morphogenetic protein 5 [Source:MGI Symbol;Acc:MGI:88181],12160,-0.898395158,4.13E-05,8.455596927,16.88993912
ENSMUSG00000027712,Anxa5,3,annexin A5 [Source:MGI Symbol;Acc:MGI:106008],11747,-0.898738857,1.21E-09,76.18998236,148.3885432
ENSMUSG00000025597,Klhl4,X,kelch-like 4 [Source:MGI Symbol;Acc:MGI:2442829],237010,-0.899518201,3.84E-04,8.024963586,15.03754665
ENSMUSG00000019464,Ptger1,8,prostaglandin E receptor 1 (subtype EP1) [Source:MGI Symbol;Acc:MGI:97793],19216,-0.899730659,0.02836065,0.853550675,1.687231097
ENSMUSG00000025505,Tmem80,7,transmembrane protein 80 [Source:MGI Symbol;Acc:MGI:1918698],71448,-0.902074343,0.002935075,2.58522499,5.273889401
ENSMUSG00000021943,Gdf10,14,growth differentiation factor 10 [Source:MGI Symbol;Acc:MGI:95684],14560,-0.902756671,0.002138925,2.008309876,4.079601959
ENSMUSG00000023336,Wfdc1,8,WAP four-disulfide core domain 1 [Source:MGI Symbol;Acc:MGI:1915116],67866,-0.904078081,1.05E-06,61.8316254,117.9168663
ENSMUSG00000029735,Tpk1,6,thiamine pyrophosphokinase [Source:MGI Symbol;Acc:MGI:1352500],29807,-0.906011232,0.018378242,1.404595105,2.807360769
ENSMUSG00000041559,Fmod,1,fibromodulin [Source:MGI Symbol;Acc:MGI:1328364],14264,-0.907125988,0.01716228,121.5780828,257.0784175
ENSMUSG00000037370,Enpp1,10,ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:97370],18605,-0.908810271,1.29E-07,11.44040496,22.90187854
ENSMUSG00000041482,Piezo2,18,piezo-type mechanosensitive ion channel component 2 [Source:MGI Symbol;Acc:MGI:1918781],667742,-0.909027049,0.001229927,1.184772708,2.321280669
ENSMUSG00000024421,Lama3,18,"laminin, alpha 3 [Source:MGI Symbol;Acc:MGI:99909]",16774,-0.909045852,3.57E-04,2.070561537,4.068034804
ENSMUSG00000042988,Notum,11,notum palmitoleoyl-protein carboxylesterase [Source:MGI Symbol;Acc:MGI:1924833],77583,-0.909452204,1.07E-05,13.18630829,25.70591434
ENSMUSG00000026179,Pnkd,1,paroxysmal nonkinesiogenic dyskinesia [Source:MGI Symbol;Acc:MGI:1930773],56695,-0.909600499,1.46E-05,10.27914689,20.02133331
ENSMUSG00000038879,Nipal2,15,NIPA-like domain containing 2 [Source:MGI Symbol;Acc:MGI:1924488],223473,-0.909768209,0.007425578,0.918133901,1.932901919
ENSMUSG00000037169,Mycn,12,"v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]",18109,-0.910079469,0.006495472,1.298500957,2.735759766
ENSMUSG00000071341,Egr4,6,early growth response 4 [Source:MGI Symbol;Acc:MGI:99252],13656,-0.910306156,0.038913494,0.789621401,1.714681842
ENSMUSG00000096971,4930556M19Rik,15,RIKEN cDNA 4930556M19 gene [Source:MGI Symbol;Acc:MGI:1922509],75259,-0.910459485,0.019251538,0.946811811,1.949164818
ENSMUSG00000026525,Opn3,1,opsin 3 [Source:MGI Symbol;Acc:MGI:1338022],13603,-0.910659771,0.01480652,1.18952395,2.552128761
ENSMUSG00000026837,Col5a1,2,"collagen, type V, alpha 1 [Source:MGI Symbol;Acc:MGI:88457]",12831,-0.911976666,1.07E-04,4.913095989,9.8145767
ENSMUSG00000033578,Tmem35a,X,transmembrane protein 35A [Source:MGI Symbol;Acc:MGI:1914814],67564,-0.912163904,0.023250039,0.975061736,2.156617399
ENSMUSG00000019853,Hebp2,10,heme binding protein 2 [Source:MGI Symbol;Acc:MGI:1860084],56016,-0.9127989,0.046556549,0.639197012,1.434383717
ENSMUSG00000035863,Palm,10,paralemmin [Source:MGI Symbol;Acc:MGI:1261814],18483,-0.913356594,2.99E-07,60.03919873,114.4560603
ENSMUSG00000104901,Gm42692,3,predicted gene 42692 [Source:MGI Symbol;Acc:MGI:5662829],,-0.916579143,0.040406813,0.570951789,1.2777574
ENSMUSG00000003420,Fcgrt,7,Fc fragment of IgG receptor and transporter [Source:MGI Symbol;Acc:MGI:103017],14132,-0.916890018,2.64E-06,75.45784678,147.0263277
ENSMUSG00000060988,Galnt13,2,polypeptide N-acetylgalactosaminyltransferase 13 [Source:MGI Symbol;Acc:MGI:2139447],271786,-0.917023729,0.001965611,1.598152481,3.216126383
ENSMUSG00000026726,Cubn,2,cubilin (intrinsic factor-cobalamin receptor) [Source:MGI Symbol;Acc:MGI:1931256],65969,-0.917724623,0.004245459,0.529752918,1.093903566
ENSMUSG00000060424,Pantr1,1,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1 [Source:MGI Symbol;Acc:MGI:1913547]",66297,-0.91796455,0.029313854,0.977934144,2.233640907
ENSMUSG00000027574,Nkain4,2,Na+/K+ transporting ATPase interacting 4 [Source:MGI Symbol;Acc:MGI:1915372],58237,-0.918190103,0.001104141,5.879787596,11.98519175
ENSMUSG00000032902,Slc16a1,3,"solute carrier family 16 (monocarboxylic acid transporters), member 1 [Source:MGI Symbol;Acc:MGI:106013]",20501,-0.919599976,1.79E-09,74.42193319,145.3820506
ENSMUSG00000036356,Csgalnact1,8,chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:2442354],234356,-0.921397109,4.85E-04,4.152435552,7.871046889
ENSMUSG00000034487,Poglut3,9,protein O-glucosyltransferase 3 [Source:MGI Symbol;Acc:MGI:1923765],68304,-0.92236241,2.04E-04,10.95713428,20.6568715
ENSMUSG00000008226,Scrn3,2,secernin 3 [Source:MGI Symbol;Acc:MGI:1921866],74616,-0.924550841,4.12E-04,2.47054385,5.032020662
ENSMUSG00000025766,D3Ertd751e,3,"DNA segment, Chr 3, ERATO Doi 751, expressed [Source:MGI Symbol;Acc:MGI:1289213]",73852,-0.924898685,1.70E-05,2.543230178,5.110168565
ENSMUSG00000042770,Hebp1,6,heme binding protein 1 [Source:MGI Symbol;Acc:MGI:1333880],15199,-0.924962175,0.003159719,1.596048359,3.233703145
ENSMUSG00000043487,Acot6,12,acyl-CoA thioesterase 6 [Source:MGI Symbol;Acc:MGI:1921287],217700,-0.926561183,0.004643595,1.190166885,2.501919362
ENSMUSG00000020905,Usp43,11,ubiquitin specific peptidase 43 [Source:MGI Symbol;Acc:MGI:2444541],216835,-0.926772491,4.61E-04,1.172027657,2.427029575
ENSMUSG00000034109,Golim4,3,golgi integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1920374],73124,-0.929035753,1.88E-07,27.3968112,53.69642348
ENSMUSG00000016028,Celsr1,15,"cadherin, EGF LAG seven-pass G-type receptor 1 [Source:MGI Symbol;Acc:MGI:1100883]",12614,-0.92985249,5.67E-06,1.327675315,2.692603656
ENSMUSG00000020101,Vsir,10,V-set immunoregulatory receptor [Source:MGI Symbol;Acc:MGI:1921298],74048,-0.930482428,4.40E-05,8.754536325,16.52381182
ENSMUSG00000044548,Dact1,12,dishevelled-binding antagonist of beta-catenin 1 [Source:MGI Symbol;Acc:MGI:1891740],59036,-0.932280341,5.03E-05,6.043291783,12.38330252
ENSMUSG00000024598,Fbn2,18,fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490],14119,-0.93296913,6.49E-04,0.950910827,1.998602468
ENSMUSG00000107021,Gm42853,5,predicted gene 42853 [Source:MGI Symbol;Acc:MGI:5662990],,-0.933498531,0.03887469,1.576933413,3.619524625
ENSMUSG00000038481,Cdk19,10,cyclin-dependent kinase 19 [Source:MGI Symbol;Acc:MGI:1925584],78334,-0.934574055,2.47E-07,15.03219311,29.09020191
ENSMUSG00000050777,Tmem37,1,transmembrane protein 37 [Source:MGI Symbol;Acc:MGI:2157899],170706,-0.93508101,0.032142728,1.262737634,2.884884355
ENSMUSG00000105265,Sox2ot,3,SOX2 overlapping transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:2444112],320478,-0.936869958,6.50E-04,2.035844026,4.317515689
ENSMUSG00000062151,Unc13c,9,unc-13 homolog C [Source:MGI Symbol;Acc:MGI:2149021],208898,-0.936872108,1.52E-06,2.398146937,4.901674514
ENSMUSG00000039959,Hip1,5,huntingtin interacting protein 1 [Source:MGI Symbol;Acc:MGI:1099804],215114,-0.937079466,1.00E-05,25.78697545,49.30245052
ENSMUSG00000033965,Slc16a2,X,"solute carrier family 16 (monocarboxylic acid transporters), member 2 [Source:MGI Symbol;Acc:MGI:1203732]",20502,-0.939406319,4.91E-07,25.75338725,50.30034471
ENSMUSG00000029413,Naaa,5,N-acylethanolamine acid amidase [Source:MGI Symbol;Acc:MGI:1914361],67111,-0.939566577,3.43E-06,9.768475082,19.72741721
ENSMUSG00000035279,Ssc5d,7,"scavenger receptor cysteine rich family, 5 domains [Source:MGI Symbol;Acc:MGI:3606211]",269855,-0.939701116,0.002653665,1.044160088,2.216922482
ENSMUSG00000058656,Samd12,15,sterile alpha motif domain containing 12 [Source:MGI Symbol;Acc:MGI:2444518],320679,-0.940043996,0.039908059,4.120566624,8.762289373
ENSMUSG00000048240,Gng7,10,"guanine nucleotide binding protein (G protein), gamma 7 [Source:MGI Symbol;Acc:MGI:95787]",14708,-0.940953752,1.13E-04,3.287390234,6.513469369
ENSMUSG00000025742,Prps2,X,phosphoribosyl pyrophosphate synthetase 2 [Source:MGI Symbol;Acc:MGI:97776],110639,-0.942757075,1.73E-04,2.732927384,5.708565447
ENSMUSG00000021069,Pygl,12,liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829],110095,-0.944058073,0.015654766,0.603965863,1.334226046
ENSMUSG00000020251,Glt8d2,10,glycosyltransferase 8 domain containing 2 [Source:MGI Symbol;Acc:MGI:1922032],74782,-0.945463177,8.97E-04,1.587253218,3.332041211
ENSMUSG00000007021,Syngr3,17,synaptogyrin 3 [Source:MGI Symbol;Acc:MGI:1341881],20974,-0.945945088,0.004605382,2.835785458,5.881337306
ENSMUSG00000029563,Foxp2,6,forkhead box P2 [Source:MGI Symbol;Acc:MGI:2148705],114142,-0.946621866,1.75E-04,3.228385841,6.572368823
ENSMUSG00000050663,Trhde,10,TRH-degrading enzyme [Source:MGI Symbol;Acc:MGI:2384311],237553,-0.94665185,4.75E-04,0.776128606,1.639282939
ENSMUSG00000062980,Cped1,6,cadherin-like and PC-esterase domain containing 1 [Source:MGI Symbol;Acc:MGI:2444814],214642,-0.947010594,1.20E-06,23.73780737,48.51131009
ENSMUSG00000036944,Tmem71,15,transmembrane protein 71 [Source:MGI Symbol;Acc:MGI:2146049],213068,-0.949855951,0.025990551,0.777923227,1.72569502
ENSMUSG00000028164,Manba,3,"mannosidase, beta A, lysosomal [Source:MGI Symbol;Acc:MGI:88175]",110173,-0.950028546,5.95E-06,7.806039813,15.96098132
ENSMUSG00000095253,Zfp799,17,zinc finger protein 799 [Source:MGI Symbol;Acc:MGI:2443934],240064,-0.951816989,8.28E-08,2.580623519,5.289105746
ENSMUSG00000036242,Armh4,14,armadillo-like helical domain containing 4 [Source:MGI Symbol;Acc:MGI:1914669],67419,-0.951968564,2.15E-09,5.190176862,10.70580334
ENSMUSG00000022309,Angpt1,15,angiopoietin 1 [Source:MGI Symbol;Acc:MGI:108448],11600,-0.952865749,4.55E-06,4.45455849,9.267845855
ENSMUSG00000071347,C1qtnf9,14,C1q and tumor necrosis factor related protein 9 [Source:MGI Symbol;Acc:MGI:3045252],239126,-0.953550094,0.023033045,1.158235924,2.538839277
ENSMUSG00000068263,Efcc1,6,EF hand and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:3611451],58229,-0.954897148,2.21E-04,2.757685259,5.660893022
ENSMUSG00000002012,Pnck,X,pregnancy upregulated non-ubiquitously expressed CaM kinase [Source:MGI Symbol;Acc:MGI:1347357],93843,-0.955259461,0.014809068,1.530481063,3.395336244
ENSMUSG00000031775,Pllp,8,plasma membrane proteolipid [Source:MGI Symbol;Acc:MGI:1915051],67801,-0.956852211,0.014669365,19.26661789,39.96018552
ENSMUSG00000053226,Dand5,8,"DAN domain family member 5, BMP antagonist [Source:MGI Symbol;Acc:MGI:1344365]",23863,-0.957822146,0.011053677,1.504960703,3.373162511
ENSMUSG00000007379,Dennd2c,3,DENN/MADD domain containing 2C [Source:MGI Symbol;Acc:MGI:3036254],329727,-0.957978685,0.004109864,0.70169552,1.4789757
ENSMUSG00000035914,Cd276,9,CD276 antigen [Source:MGI Symbol;Acc:MGI:2183926],102657,-0.958817165,0.017180082,0.488346291,1.110636616
ENSMUSG00000068079,Tcf15,2,transcription factor 15 [Source:MGI Symbol;Acc:MGI:104664],21407,-0.959226539,0.029091796,1.394941746,3.242308463
ENSMUSG00000037649,H2-DMa,17,"histocompatibility 2, class II, locus DMa [Source:MGI Symbol;Acc:MGI:95921]",14998,-0.96106503,0.022148648,0.941980308,2.150864608
ENSMUSG00000000303,Cdh1,8,cadherin 1 [Source:MGI Symbol;Acc:MGI:88354],12550,-0.963151506,2.50E-07,22.01404181,45.95241038
ENSMUSG00000041012,Cmtm8,9,CKLF-like MARVEL transmembrane domain containing 8 [Source:MGI Symbol;Acc:MGI:2447167],70031,-0.963250321,6.99E-05,6.705850237,14.25009393
ENSMUSG00000090084,Srpx,X,sushi-repeat-containing protein [Source:MGI Symbol;Acc:MGI:1858306],51795,-0.963633584,0.004402927,1.239071664,2.67913963
ENSMUSG00000072568,Lratd2,15,LRAT domain containing 1 [Source:MGI Symbol;Acc:MGI:3026924],399603,-0.964628292,3.36E-07,2.548209907,5.284349219
ENSMUSG00000047496,Rnf152,1,ring finger protein 152 [Source:MGI Symbol;Acc:MGI:2443787],320311,-0.966419273,4.17E-05,2.473829698,5.095767447
ENSMUSG00000020723,Cacng4,11,"calcium channel, voltage-dependent, gamma subunit 4 [Source:MGI Symbol;Acc:MGI:1859167]",54377,-0.96975822,3.43E-05,2.623487484,5.527313844
ENSMUSG00000024376,Epb41l4a,18,erythrocyte membrane protein band 4.1 like 4a [Source:MGI Symbol;Acc:MGI:103007],13824,-0.970416934,0.006908082,0.806365165,1.776784163
ENSMUSG00000040181,Fmo1,1,flavin containing monooxygenase 1 [Source:MGI Symbol;Acc:MGI:1310002],14261,-0.973042384,9.62E-06,15.53423217,32.249003
ENSMUSG00000039246,Lyplal1,1,lysophospholipase-like 1 [Source:MGI Symbol;Acc:MGI:2385115],226791,-0.975900423,0.026977996,1.253892416,2.811331626
ENSMUSG00000000792,Slc5a5,8,"solute carrier family 5 (sodium iodide symporter), member 5 [Source:MGI Symbol;Acc:MGI:2149330]",114479,-0.977081209,2.86E-08,9.360609694,19.68939997
ENSMUSG00000051811,Cox6b2,7,cytochrome c oxidase subunit 6B2 [Source:MGI Symbol;Acc:MGI:3044182],333182,-0.978198166,0.01660741,4.105718754,9.445464706
ENSMUSG00000116632,Magef1,16,MAGE family member F1 [Source:MGI Symbol;Acc:MGI:1923472],76222,-0.978462231,0.034231341,0.825841197,1.971278513
ENSMUSG00000092094,Zfp804b,5,zinc finger protein 804B [Source:MGI Symbol;Acc:MGI:2685287],207618,-0.978964052,0.022559786,0.516988147,1.184874641
ENSMUSG00000027238,Frmd5,2,FERM domain containing 5 [Source:MGI Symbol;Acc:MGI:2442557],228564,-0.979048657,1.97E-06,7.351648559,15.37207537
ENSMUSG00000040209,Zfp704,3,zinc finger protein 704 [Source:MGI Symbol;Acc:MGI:2180715],170753,-0.982725064,1.68E-08,5.989573406,12.3870673
ENSMUSG00000037664,Cdkn1c,7,cyclin-dependent kinase inhibitor 1C (P57) [Source:MGI Symbol;Acc:MGI:104564],12577,-0.983345144,1.67E-06,17.26502768,36.2343867
ENSMUSG00000025780,Itih5,2,inter-alpha (globulin) inhibitor H5 [Source:MGI Symbol;Acc:MGI:1925751],209378,-0.983456183,3.09E-09,107.5084394,224.9591725
ENSMUSG00000020150,Gamt,10,guanidinoacetate methyltransferase [Source:MGI Symbol;Acc:MGI:1098221],14431,-0.984613429,0.034933638,1.409443938,3.338746496
ENSMUSG00000032649,Colgalt2,1,collagen beta(1-O)galactosyltransferase 2 [Source:MGI Symbol;Acc:MGI:2138232],269132,-0.985017215,7.71E-06,5.680743976,11.51181411
ENSMUSG00000045875,Adra1a,14,"adrenergic receptor, alpha 1a [Source:MGI Symbol;Acc:MGI:104773]",11549,-0.990120941,2.32E-07,2.297352726,4.899326176
ENSMUSG00000107106,Gm43760,2,predicted gene 43760 [Source:MGI Symbol;Acc:MGI:5663897],,-0.99641992,0.031955519,0.491588041,1.196806394
ENSMUSG00000027669,Gnb4,3,"guanine nucleotide binding protein (G protein), beta 4 [Source:MGI Symbol;Acc:MGI:104581]",14696,-0.998228054,1.08E-06,3.885058627,8.276373586
ENSMUSG00000002489,Tiam1,16,T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306],21844,-0.999852931,6.31E-09,21.26304209,44.70054326
ENSMUSG00000039116,Adgrg6,10,adhesion G protein-coupled receptor G6 [Source:MGI Symbol;Acc:MGI:1916151],215798,-1.001528167,1.15E-05,3.959818692,8.219614641
ENSMUSG00000031767,Nudt7,8,nudix (nucleoside diphosphate linked moiety X)-type motif 7 [Source:MGI Symbol;Acc:MGI:1914778],67528,-1.001635114,0.015117059,0.913365426,2.087922085
ENSMUSG00000051515,Fam181b,7,"family with sequence similarity 181, member B [Source:MGI Symbol;Acc:MGI:1930951]",58238,-1.003770941,5.16E-05,2.784421291,6.05886572
ENSMUSG00000047146,Tet1,10,tet methylcytosine dioxygenase 1 [Source:MGI Symbol;Acc:MGI:1098693],52463,-1.004810784,3.42E-05,1.368970471,2.955254055
ENSMUSG00000034435,Tmem30b,12,transmembrane protein 30B [Source:MGI Symbol;Acc:MGI:2442082],238257,-1.005038007,0.029693676,0.421437018,1.045704688
ENSMUSG00000025810,Nrp1,8,neuropilin 1 [Source:MGI Symbol;Acc:MGI:106206],18186,-1.005198519,9.58E-07,40.99546967,83.18906435
ENSMUSG00000057969,Sema3b,9,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:MGI Symbol;Acc:MGI:107561]",20347,-1.005246486,1.61E-04,4.906925284,10.78086306
ENSMUSG00000031066,Usp11,X,ubiquitin specific peptidase 11 [Source:MGI Symbol;Acc:MGI:2384312],236733,-1.008382299,5.76E-09,10.9127896,22.84673817
ENSMUSG00000040690,Col16a1,4,"collagen, type XVI, alpha 1 [Source:MGI Symbol;Acc:MGI:1095396]",107581,-1.010519923,7.65E-07,4.146601101,9.023603314
ENSMUSG00000020335,Zfp354b,11,zinc finger protein 354B [Source:MGI Symbol;Acc:MGI:1351476],27274,-1.010595797,0.040287975,0.498159154,1.24777329
ENSMUSG00000021186,Fbln5,12,fibulin 5 [Source:MGI Symbol;Acc:MGI:1346091],23876,-1.013801166,0.006248626,10.37909013,24.04756569
ENSMUSG00000068735,Trp53i11,2,transformation related protein 53 inducible protein 11 [Source:MGI Symbol;Acc:MGI:2670995],277414,-1.014658216,1.60E-06,31.80041382,69.17237839
ENSMUSG00000032006,Pdgfd,9,"platelet-derived growth factor, D polypeptide [Source:MGI Symbol;Acc:MGI:1919035]",71785,-1.015419903,7.00E-08,14.5220204,30.68148618
ENSMUSG00000011658,Fuz,7,fuzzy planar cell polarity protein [Source:MGI Symbol;Acc:MGI:1917550],70300,-1.016047039,0.00112533,3.145199844,6.480707371
ENSMUSG00000022490,Ppp1r1a,15,"protein phosphatase 1, regulatory inhibitor subunit 1A [Source:MGI Symbol;Acc:MGI:1889595]",58200,-1.01622682,1.80E-09,32.03160686,69.56137233
ENSMUSG00000006641,Slc5a6,5,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6 [Source:MGI Symbol;Acc:MGI:2660847]",330064,-1.017241128,1.19E-04,8.364448049,17.70916643
ENSMUSG00000030792,Dkkl1,7,dickkopf-like 1 [Source:MGI Symbol;Acc:MGI:1354963],50722,-1.019260666,0.008844235,1.493348164,3.587248753
ENSMUSG00000024228,Nudt12,17,nudix (nucleoside diphosphate linked moiety X)-type motif 12 [Source:MGI Symbol;Acc:MGI:1915243],67993,-1.022276957,2.17E-08,4.1395669,8.831988235
ENSMUSG00000028088,Fmo5,3,flavin containing monooxygenase 5 [Source:MGI Symbol;Acc:MGI:1310004],14263,-1.022814631,2.29E-05,3.136361924,6.812902896
ENSMUSG00000034317,Trim59,3,tripartite motif-containing 59 [Source:MGI Symbol;Acc:MGI:1914199],66949,-1.023922628,0.021903516,0.417471507,1.030148971
ENSMUSG00000019539,Rcn3,7,"reticulocalbin 3, EF-hand calcium binding domain [Source:MGI Symbol;Acc:MGI:1277122]",52377,-1.023980596,1.32E-05,17.43602591,37.14179172
ENSMUSG00000016520,Lnx2,5,ligand of numb-protein X 2 [Source:MGI Symbol;Acc:MGI:2155959],140887,-1.024687273,7.72E-07,11.22383776,23.81117921
ENSMUSG00000026062,Slc9a2,1,"solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]",226999,-1.027159771,3.18E-08,8.116808368,17.33786664
ENSMUSG00000054263,Lifr,15,LIF receptor alpha [Source:MGI Symbol;Acc:MGI:96788],16880,-1.02875251,1.10E-07,12.5633249,26.98587714
ENSMUSG00000071604,Fam189a2,19,"family with sequence similarity 189, member A2 [Source:MGI Symbol;Acc:MGI:2685813]",381217,-1.028807843,1.23E-06,5.092534745,11.066735
ENSMUSG00000024331,Dsc2,18,desmocollin 2 [Source:MGI Symbol;Acc:MGI:103221],13506,-1.029581132,0.011180475,0.446726303,1.088990753
ENSMUSG00000037499,Nenf,1,neuron derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1913458],66208,-1.029944134,6.58E-04,9.130346382,19.79719136
ENSMUSG00000071042,Rasgrp3,17,"RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579]",240168,-1.031142021,3.81E-08,21.32114127,46.20197389
ENSMUSG00000053182,Gm609,16,predicted gene 609 [Source:MGI Symbol;Acc:MGI:2685455],208166,-1.032400134,0.004209497,0.844326866,1.966786289
ENSMUSG00000051504,Siglech,7,sialic acid binding Ig-like lectin H [Source:MGI Symbol;Acc:MGI:2443256],233274,-1.033552459,0.00405254,1.242282615,2.904942327
ENSMUSG00000087694,A530058N18Rik,2,RIKEN cDNA A530058N18 gene [Source:MGI Symbol;Acc:MGI:2444858],,-1.035508047,0.006908082,0.497628499,1.176334211
ENSMUSG00000107512,Gm44433,6,"predicted gene, 44433 [Source:MGI Symbol;Acc:MGI:5690825]",,-1.036262223,0.004430833,0.449737246,1.05086019
ENSMUSG00000006344,Ggt5,10,gamma-glutamyltransferase 5 [Source:MGI Symbol;Acc:MGI:1346063],23887,-1.036338866,8.99E-05,2.107046472,4.73656894
ENSMUSG00000015134,Aldh1a3,7,"aldehyde dehydrogenase family 1, subfamily A3 [Source:MGI Symbol;Acc:MGI:1861722]",56847,-1.036831088,0.020395665,0.765024248,1.854224409
ENSMUSG00000032523,Hhatl,9,hedgehog acyltransferase-like [Source:MGI Symbol;Acc:MGI:1922020],74770,-1.037169382,0.024922587,0.886005472,2.238664279
ENSMUSG00000031273,Col4a6,X,"collagen, type IV, alpha 6 [Source:MGI Symbol;Acc:MGI:2152695]",94216,-1.040903892,1.03E-05,3.853425683,8.62496615
ENSMUSG00000043065,Spice1,16,spindle and centriole associated protein 1 [Source:MGI Symbol;Acc:MGI:1196252],212514,-1.041631111,1.63E-07,2.673474906,5.864213434
